C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\center_2019_11_13_20_44_17_576.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\left_2019_11_13_20_44_17_576.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\right_2019_11_13_20_44_17_576.jpg, 0, 0, 0, 7.787237E-05
C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\center_2019_11_13_20_44_17_682.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\left_2019_11_13_20_44_17_682.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\right_2019_11_13_20_44_17_682.jpg, 0, 0, 0, 7.990556E-05
C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\center_2019_11_13_20_44_17_791.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\left_2019_11_13_20_44_17_791.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\right_2019_11_13_20_44_17_791.jpg, 0, 0, 0, 7.90263E-05
C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\center_2019_11_13_20_44_17_898.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\left_2019_11_13_20_44_17_898.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\right_2019_11_13_20_44_17_898.jpg, 0, 0, 0, 7.865786E-05
C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\center_2019_11_13_20_44_18_001.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\left_2019_11_13_20_44_18_001.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\right_2019_11_13_20_44_18_001.jpg, 0, 0, 0, 7.782631E-05
C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\center_2019_11_13_20_44_18_102.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\left_2019_11_13_20_44_18_102.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\right_2019_11_13_20_44_18_102.jpg, 0, 0, 0, 7.787218E-05
C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\center_2019_11_13_20_44_18_212.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\left_2019_11_13_20_44_18_212.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\right_2019_11_13_20_44_18_212.jpg, 0, 0, 0, 7.867227E-05
C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\center_2019_11_13_20_44_18_315.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\left_2019_11_13_20_44_18_315.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\right_2019_11_13_20_44_18_315.jpg, 0, 0, 0, 7.810586E-05
C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\center_2019_11_13_20_44_18_420.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\left_2019_11_13_20_44_18_420.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\right_2019_11_13_20_44_18_420.jpg, 0, 0, 0, 7.856287E-05
C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\center_2019_11_13_20_44_18_530.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\left_2019_11_13_20_44_18_530.jpg, C:\Users\shiva\OneDrive\Desktop\finding lanes\IMG\right_2019_11_13_20_44_18_530.jpg, 0, 0, 0, 7.822905E-05
